<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2024.10.30	00:00:00.388	0.82953	0.83157			6
2024.10.30	00:00:01.050	0.83050	0.83174			6
2024.10.30	00:00:01.817		0.83156			4
2024.10.30	00:00:31.320	0.83044	0.83147			6
2024.10.30	00:00:50.314	0.83051	0.83149			6
2024.10.30	00:01:00.418	0.83061				2
2024.10.30	00:01:17.782		0.83148			4
2024.10.30	00:02:01.594	0.83064				2
2024.10.30	00:02:08.011		0.83147			4
2024.10.30	00:03:00.819	0.83064				2
2024.10.30	00:03:03.002		0.83153			4
2024.10.30	00:03:04.694	0.83061				2
2024.10.30	00:03:58.019		0.83147			4
2024.10.30	00:04:10.819	0.83061				2
2024.10.30	00:04:21.614		0.83155			4
2024.10.30	00:05:00.490	0.83061	0.83151			6
2024.10.30	00:05:01.133	0.83069	0.83145			6
2024.10.30	00:05:06.003		0.83133			4
2024.10.30	00:05:11.137		0.83134			4
2024.10.30	00:05:12.430		0.83132			4
2024.10.30	00:05:15.704		0.83131			4
2024.10.30	00:05:16.255		0.83132			4
2024.10.30	00:05:20.755		0.83133			4
2024.10.30	00:05:24.385		0.83132			4
2024.10.30	00:06:00.881	0.83069	0.83133			6
2024.10.30	00:06:05.933		0.83132			4
2024.10.30	00:06:10.353		0.83134			4
2024.10.30	00:06:24.369		0.83133			4
2024.10.30	00:06:36.389		0.83132			4
2024.10.30	00:06:38.403		0.83133			4
2024.10.30	00:06:40.472		0.83132			4
2024.10.30	00:06:46.367		0.83134			4
2024.10.30	00:06:58.355		0.83133			4
2024.10.30	00:07:00.819	0.83069				2
2024.10.30	00:07:02.913		0.83134			4
2024.10.30	00:07:06.283	0.83061	0.83177			6
2024.10.30	00:08:01.305	0.83061				2
2024.10.30	00:08:08.386		0.83177			4
2024.10.30	00:09:00.393	0.83061				2
2024.10.30	00:09:15.691		0.83177			4
2024.10.30	00:10:00.367	0.83061				2
2024.10.30	00:10:16.583		0.83177			4
2024.10.30	00:11:39.667	0.83069	0.83154			6
2024.10.30	00:11:54.078	0.83073				2
2024.10.30	00:11:56.068	0.83076				2
2024.10.30	00:12:00.075	0.83075				2
2024.10.30	00:12:10.558	0.83077				2
2024.10.30	00:12:26.372	0.83083				2
2024.10.30	00:12:39.972	0.83082	0.83154			6
2024.10.30	00:13:01.362	0.83082				2
2024.10.30	00:13:07.281	0.83081				2
2024.10.30	00:13:39.999	0.83080	0.83154			6
2024.10.30	00:13:53.989	0.83078				2
2024.10.30	00:13:56.662	0.83077				2
2024.10.30	00:14:01.884	0.83077				2
2024.10.30	00:14:02.314	0.83073				2
2024.10.30	00:14:40.290		0.83154			4
2024.10.30	00:15:00.422	0.83073				2
2024.10.30	00:15:20.263	0.83075				2
2024.10.30	00:15:25.352	0.83074				2
2024.10.30	00:15:37.569	0.83075				2
2024.10.30	00:15:45.797		0.83154			4
2024.10.30	00:15:46.440	0.83076				2
2024.10.30	00:15:52.612	0.83073				2
2024.10.30	00:15:52.954	0.83074				2
2024.10.30	00:15:53.828	0.83073				2
2024.10.30	00:15:55.922	0.83074				2
2024.10.30	00:16:01.575	0.83075				2
2024.10.30	00:16:16.284	0.83076				2
2024.10.30	00:16:26.466	0.83073				2
2024.10.30	00:16:28.361	0.83074				2
2024.10.30	00:16:31.807	0.83073				2
2024.10.30	00:16:45.998		0.83154			4
2024.10.30	00:17:01.902	0.83074				2
2024.10.30	00:17:06.312	0.83075				2
2024.10.30	00:17:06.867	0.83074				2
2024.10.30	00:17:07.511	0.83073				2
2024.10.30	00:17:08.024	0.83074				2
2024.10.30	00:17:26.064	0.83071				2
2024.10.30	00:17:31.858	0.83072				2
2024.10.30	00:17:47.740		0.83154			4
2024.10.30	00:17:50.794	0.83076				2
2024.10.30	00:17:52.005	0.83075				2
2024.10.30	00:17:54.055	0.83077				2
2024.10.30	00:18:04.844	0.83077				2
2024.10.30	00:18:09.446	0.83078				2
2024.10.30	00:18:34.036	0.83079				2
2024.10.30	00:18:46.247	0.83080				2
2024.10.30	00:18:48.042		0.83154			4
2024.10.30	00:18:52.028	0.83078				2
2024.10.30	00:18:53.062	0.83076				2
2024.10.30	00:18:56.361	0.83077				2
2024.10.30	00:18:57.491	0.83078				2
2024.10.30	00:19:00.335	0.83078				2
2024.10.30	00:19:06.656	0.83073				2
2024.10.30	00:19:15.112	0.83074				2
2024.10.30	00:19:19.724	0.83082	0.83167			6
2024.10.30	00:19:20.819	0.83088	0.83171			6
2024.10.30	00:19:24.595	0.83090				2
2024.10.30	00:19:48.671	0.83091				2
2024.10.30	00:20:00.318	0.83091				2
2024.10.30	00:20:19.231		0.83172			4
2024.10.30	00:20:26.168	0.83092				2
2024.10.30	00:20:53.771		0.83171			4
2024.10.30	00:21:03.895	0.83092				2
2024.10.30	00:21:07.259	0.83091	0.83172			6
2024.10.30	00:22:00.382	0.83091				2
2024.10.30	00:22:10.362		0.83172			4
2024.10.30	00:22:40.865	0.83089	0.83167			6
2024.10.30	00:23:00.366	0.83089				2
2024.10.30	00:23:16.013	0.83096	0.83170			6
2024.10.30	00:23:28.375		0.83163			4
2024.10.30	00:23:40.365	0.83101	0.83159			6
2024.10.30	00:24:00.938	0.83101				2
2024.10.30	00:24:40.430		0.83159			4
2024.10.30	00:25:00.320	0.83101				2
2024.10.30	00:25:42.280		0.83159			4
2024.10.30	00:25:49.399		0.83153			4
2024.10.30	00:25:50.625		0.83173			4
2024.10.30	00:25:51.766		0.83159			4
2024.10.30	00:26:09.177	0.83101				2
2024.10.30	00:26:54.744		0.83159			4
2024.10.30	00:26:56.132	0.83096	0.83146			6
2024.10.30	00:27:00.083	0.83096				2
2024.10.30	00:27:01.245		0.83144			4
2024.10.30	00:27:23.474	0.83097				2
2024.10.30	00:27:25.506	0.83098				2
2024.10.30	00:27:36.670	0.83099				2
2024.10.30	00:27:49.889	0.83100				2
2024.10.30	00:27:54.046	0.83099				2
2024.10.30	00:27:57.673	0.83100				2
2024.10.30	00:28:00.479	0.83100				2
2024.10.30	00:28:04.363		0.83144			4
2024.10.30	00:28:07.572	0.83105				2
2024.10.30	00:28:14.729	0.83106				2
2024.10.30	00:28:31.542	0.83105				2
2024.10.30	00:29:00.819	0.83105				2
2024.10.30	00:29:04.502		0.83144			4
2024.10.30	00:29:45.420	0.83107	0.83155			6
2024.10.30	00:29:53.556	0.83108				2
2024.10.30	00:29:56.367	0.83107				2
2024.10.30	00:29:57.685	0.83108				2
2024.10.30	00:29:59.177	0.83107				2
2024.10.30	00:30:00.382	0.83104				2
2024.10.30	00:30:01.307	0.83103				2
2024.10.30	00:30:01.824	0.83104				2
2024.10.30	00:30:12.376	0.83106	0.83152			6
2024.10.30	00:30:12.699	0.83108				2
2024.10.30	00:30:13.694	0.83106				2
2024.10.30	00:30:14.771	0.83107				2
2024.10.30	00:30:18.556	0.83106				2
2024.10.30	00:30:22.335	0.83105				2
2024.10.30	00:30:39.682	0.83106				2
2024.10.30	00:30:40.850	0.83103	0.83150			6
2024.10.30	00:30:45.844	0.83101				2
2024.10.30	00:31:00.810	0.83101				2
2024.10.30	00:31:02.900	0.83102				2
2024.10.30	00:31:40.864		0.83150			4
2024.10.30	00:31:53.592		0.83149			4
2024.10.30	00:32:00.794	0.83102				2
2024.10.30	00:32:57.193		0.83149			4
2024.10.30	00:33:00.388	0.83102				2
2024.10.30	00:34:33.596	0.83103	0.83149			6
2024.10.30	00:34:36.529	0.83102	0.83139			6
2024.10.30	00:34:48.677	0.83096	0.83143			6
2024.10.30	00:35:00.406	0.83097				2
2024.10.30	00:35:16.902	0.83096				2
2024.10.30	00:35:24.982	0.83083	0.83142			6
2024.10.30	00:35:27.836	0.83084	0.83141			6
2024.10.30	00:35:28.416	0.83082	0.83140			6
2024.10.30	00:35:29.133	0.83084				2
